producto_id;subcategoria_producto_id
1059;8
1060;8
1061;8
1062;8
1063;8
1064;8
1065;8
1066;8
1067;8
1068;8
1069;8
1070;8
1071;8
1072;8
1073;8
1074;8
1075;8
1076;8
1077;8
1078;8
1079;8
1080;8
1081;8
1082;8
1083;8
1084;8
1085;8
1086;8
1087;8
1088;8
1089;8
1090;8
1091;8
1092;8
1093;8
1094;8
1095;8
1096;8
1097;8
1098;8
1099;8
1100;8
1101;9
1102;9
1103;9
1104;9
1105;9
1106;9
1107;9
1108;9
1109;9
1110;9
1111;9
1112;9
1113;9
1114;9
1115;9
1116;9
1117;9
1118;9
1119;9
1120;9
1121;9
1122;9
1123;9
1124;9
1125;9
1126;9
1127;9
1128;9
1129;9
1130;9
1131;9
1132;9
1133;9
1134;9
1135;9
1136;9
1137;9
1138;9
1139;9
1140;9
1141;9
1142;9
1143;9
1144;9
1145;9
1146;9
1147;9
1148;9
1149;9
1150;9
1151;9
1152;9
1153;9
1154;9
1155;9
1156;9
1157;9
1158;9
1159;9
1160;9
1161;9
1162;9
1163;9
1164;9
1165;9
1166;9
1167;9
1168;9
1169;9
1170;9
1171;9
1172;9
1173;9
1174;9
1175;9
1176;9
1177;9
1178;9
1179;9
1180;9
1181;9
1182;9
1183;9
1184;9
1185;9
1186;9
1187;9
1188;9
1189;9
1190;9
1191;9
1192;9
1193;9
1194;9
1195;9
1196;9
1197;9
1198;9
1199;9
1200;9
1201;9
1202;9
1203;9
1204;9
1205;9
1206;9
1207;9
1208;9
1209;9
1210;9
1211;9
1212;9
1213;9
1214;9
1215;9
1216;9
1217;9
1218;9
1219;9
1220;9
1221;9
1222;9
1223;9
1224;9
1225;9
1226;9
1227;9
1228;9
1229;9
1230;9
1231;9
1232;9
1233;9
1234;9
1235;9
1236;9
1237;9
1238;9
1239;9
1240;9
1241;9
1242;9
1243;9
1244;9
1245;9
1246;9
1247;9
1248;9
1249;9
1250;9
1251;9
1252;9
1253;9
1254;9
1255;9
1256;9
1257;9
1258;9
1259;9
1260;9
1261;9
1262;9
1263;9
1264;9
1265;9
1266;9
1267;9
1268;9
1269;9
1270;9
1271;9
1272;9
1273;9
1274;9
1275;9
1276;9
1277;9
1278;9
1279;9
1280;9
1281;9
1282;9
1283;9
1284;9
1285;9
1286;9
1287;9
1288;9
1289;9
1290;9
1291;9
1292;9
1293;9
1294;9
1295;9
1296;9
1297;9
1298;9
1299;9
1300;9
1301;9
1302;9
1303;9
1304;9
1305;9
1306;9
1307;9
1308;9
1309;9
1310;9
1311;9
1312;9
1313;9
1314;9
1315;9
1316;9
1317;9
1318;9
1319;9
1320;9
1321;9
1322;9
1323;9
1324;9
1325;9
1326;9
1327;9
1328;9
1329;9
1330;9
1331;9
1332;9
1333;9
1334;9
1335;9
1336;9
1337;9
1338;9
1339;9
1340;9
1341;9
1342;9
1343;9
1344;9
1345;9
1346;9
1347;9
1348;9
1349;9
1350;9
1351;9
1352;9
1353;9
1354;9
1355;9
1356;9
1357;9
1358;9
1359;9
1360;9
1361;9
1362;9
1363;9
1364;9
1365;9
1366;9
1367;9
1368;9
1369;9
1370;9
1371;9
1372;9
1373;9
1374;9
1375;9
1376;9
1377;9
1378;9
1379;9
1380;9
1381;10
1382;10
1383;10
1384;10
1385;10
1386;10
1387;10
1388;10
1389;10
1390;10
1391;10
1392;10
1393;10
1394;10
1395;10
1396;10
1397;10
1398;10
1399;10
1400;10
1401;10
1402;10
1403;10
1404;10
1405;10
1406;10
1407;10
1408;10
1409;10
1410;10
1411;10
1412;10
1413;10
1414;10
1415;10
1416;10
1417;10
1418;10
1419;10
1420;10
1421;10
1422;10
1423;10
1424;10
1425;10
1426;10
1427;10
1428;10
1429;10
1430;10
1431;10
1432;10
1433;10
1434;10
1435;10
1436;10
1437;10
1438;10
1439;10
1440;10
1441;10
1442;10
1443;10
1444;10
1445;10
1446;10
1447;10
1448;10
1449;10
1450;10
1451;10
1452;10
1453;10
1454;10
1455;10
1456;10
1457;10
1458;10
1459;10
1460;10
1461;10
1462;10
1463;10
1464;10
1465;10
1466;10
1467;10
1468;10
1469;10
1470;10
1471;10
1472;10
1473;10
1474;10
1475;10
1476;10
1477;10
1478;10
1479;10
1480;10
1481;10
1482;10
1483;10
1484;10
1485;10
1486;10
1487;10
1488;10
1489;10
1490;10
1491;10
1492;10
1493;10
1494;10
1495;10
1496;10
1497;10
1498;10
1499;10
1500;10
1501;10
1502;10
1503;10
1504;10
1505;10
1506;10
1507;10
1508;10
1509;10
1510;10
1511;10
1512;10
1513;10
1514;10
1515;10
1516;10
1517;10
1518;10
1519;10
1520;10
1521;10
1522;10
1523;10
1524;10
1525;10
1526;10
1527;10
1528;10
1529;10
1530;10
1531;10
1532;10
1533;10
1534;10
1535;10
1536;10
1537;10
1538;10
1539;10
1540;10
1541;10
1542;10
1543;10
1544;10
1545;10
1546;10
1547;10
1548;10
1549;10
1550;10
1551;10
1552;10
1553;10
1554;10
1555;10
1556;10
1557;10
1558;10
1559;10
1560;10
1561;10
1562;10
1563;10
1564;10
1565;10
1566;10
1567;10
1568;10
1569;10
1570;10
1571;10
1572;10
1573;10
1574;10
1575;10
1576;10
1577;10
1578;10
1579;10
1580;10
1581;10
1582;10
1583;10
1584;10
1585;10
1586;10
1587;10
1588;10
1589;10
1590;10
1591;10
1592;10
1593;10
1594;10
1595;10
1596;10
1597;10
1598;10
1599;10
1600;10
1601;10
1602;10
1603;10
1604;10
1605;10
1606;10
1607;10
1608;10
1609;10
1610;10
1611;10
1612;10
1613;10
1614;10
1615;10
1616;10
1617;10
1618;10
1619;10
1620;10
1621;10
1622;10
1623;10
1624;10
1625;10
1626;10
1627;10
1628;10
1629;10
1630;10
1631;10
1632;10
1633;10
1634;10
1635;10
1636;10
1637;10
1638;10
1639;10
1640;10
1641;10
1642;10
1643;10
1644;10
1645;10
1646;10
1647;10
1648;10
1649;10
1650;10
1651;10
1652;10
1653;10
1654;10
1655;10
1656;10
1657;10
1658;10
1659;10
1660;10
1661;10
1662;10
1663;10
1664;10
1665;10
1666;10
1667;10
1668;10
1669;10
1670;10
1671;10
1672;10
1673;10
1674;10
1675;10
1676;10
1677;11
1678;11
1679;11
1680;11
1681;11
1682;11
1683;11
1684;11
1685;11
1686;11
1687;11
1688;11
1689;11
1690;11
1691;11
1692;11
1693;12
1694;12
1695;12
1696;12
1697;12
1698;12
1699;12
1700;12
1701;13
1702;13
1703;13
1704;13
1705;13
1706;13
1707;13
1708;13
1709;13
1710;13
1711;13
1712;13
1713;13
1714;13
1715;13
1716;13
1717;13
1718;13
1719;13
1720;13
1721;13
1722;13
1723;13
1724;13
1725;13
1726;13
1727;13
1728;13
1729;13
1730;13
1731;13
1732;13
1733;13
1734;13
1735;13
1736;13
1737;13
1738;13
1739;13
1740;13
1741;13
1742;13
1743;13
1744;14
1745;14
1746;14
1747;14
1748;14
1749;14
1750;14
1751;14
1752;14
1753;14
1754;14
1755;14
1756;14
1757;14
1758;14
1759;14
1760;14
1761;14
1762;14
1763;14
1764;14
1765;14
1766;14
1767;14
1768;14
1769;14
1770;14
1771;14
1772;14
1773;14
1774;14
1775;14
1776;15
1777;8
1778;8
1779;8
1780;8
1781;8
1782;8
1783;8
1784;8
1785;8
1786;8
1787;8
1788;8
1789;8
1790;8
1791;8
1792;8
1793;8
1794;8
1795;8
1796;8
1797;8
1798;8
1799;8
1800;8
1801;8
1802;8
1803;8
1804;8
1805;8
1806;8
1807;8
1808;8
1809;8
1810;8
1811;8
1812;8
1813;8
1814;8
1815;8
1816;8
1817;8
1818;8
1819;8
1820;8
1821;8
1822;8
1823;8
1824;8
1825;8
1826;8
1827;8
1828;8
1829;8
1830;8
1831;8
1832;8
1833;8
1834;8
1835;8
1836;8
1837;8
1838;8
1839;8
1840;8
1841;8
1842;8
1843;8
1844;8
1845;8
1846;8
1847;8
1848;8
1849;8
1850;8
1851;8
1852;8
1853;8
1854;8
1855;8
1856;8
1857;8
1858;8
1859;8
1860;8
1861;8
1862;8
1863;8
1864;8
1865;8
1866;8
1867;8
1868;8
1869;8
1870;8
1871;8
1872;8
1873;8
1874;8
1875;8
1876;8
1877;8
1878;8
1879;8
1880;8
1881;8
1882;8
1883;8
1884;8
1885;8
1886;8
1887;8
1888;8
1889;8
1890;8
1891;8
1892;8
1893;8
1894;8
1895;8
1896;8
1897;8
1898;8
1899;8
1900;8
1901;8
1902;8
1903;8
1904;8
1905;8
1906;8
1907;8
1908;8
1909;8
1910;8
1911;8
1912;8
1913;8
1914;8
1915;8
1916;8
1917;8
1918;8
1919;8
1920;8
1921;8
1922;8
1923;8
1924;8
1925;8
1926;8
1927;8
1928;8
1929;8
1930;8
1931;8
1932;8
1933;8
1934;8
1935;8
1936;8
1937;8
1938;8
1939;8
1940;8
1941;8
1942;8
1943;8
1944;8
1945;8
1946;8
1947;8
1948;8
1949;8
1950;8
1951;8
1952;8
1953;8
1954;8
1955;8
1956;8
1957;8
1958;8
1959;8
1960;8
1961;8
1962;8
1963;8
1964;8
1965;8
1966;8
1967;8
1968;8
1969;8
1970;8
1971;8
1972;8
1973;8
1974;8
1975;8
1976;8
1977;8
1978;8
1979;8
1980;8
1981;8
1982;8
1983;8
1984;8
1985;8
1986;8
1987;8
1988;8
1989;8
1990;8
1991;8
1992;8
1993;8
1994;8
1995;8
1996;8
1997;8
1998;8
1999;8
2000;8
2001;8
2002;8
2003;8
2004;8
2005;8
2006;8
2007;8
2008;8
2009;8
2010;8
2011;8
2012;8
2013;8
2014;8
2015;8
2016;8
2017;8
2018;8
2019;8
2020;8
2021;8
2022;8
2023;8
2024;8
2025;8
2026;8
2027;8
2028;8
2029;8
2030;8
2031;8
2032;8
2033;8
2034;8
2035;8
2036;8
2037;8
2038;8
2039;8
2040;8
2041;8
2042;8
2043;8
2044;17
2045;17
2046;17
2047;17
2048;17
2049;18
2050;18
2051;18
2052;18
2053;18
2054;18
2055;18
2056;18
2057;18
2058;18
2059;18
2060;18
2061;18
2062;18
2063;18
2064;18
2065;18
2066;18
2067;18
2068;18
2069;18
2070;18
2071;18
2072;18
2073;18
2074;18
2075;18
2076;18
2077;18
2078;18
2079;18
2080;18
2081;18
2082;18
2083;18
2084;18
2085;18
2086;18
2087;18
2088;18
2089;18
2090;18
2091;18
2092;18
2093;18
2094;18
2095;18
2096;18
2097;18
2098;18
2099;18
2100;18
2101;18
2102;18
2103;18
2104;18
2105;18
2106;18
2107;18
2108;18
2109;18
2110;18
2111;18
2112;18
2113;18
2114;18
2115;18
2116;18
2117;18
2118;18
2119;18
2120;18
2121;18
2122;18
2123;18
2124;18
2125;18
2126;18
2127;18
2128;18
2129;18
2130;19
2131;19
2132;19
2133;19
2134;19
2135;19
2136;19
2137;19
2138;19
2139;19
2140;19
2141;19
2142;19
2143;19
2144;19
2145;19
2146;19
2147;19
2148;19
2149;19
2150;19
2151;19
2152;19
2153;19
2154;19
2155;19
2156;19
2157;19
2158;19
2159;19
2160;19
2161;19
2162;19
2163;19
2164;19
2165;19
2166;19
2167;19
2168;19
2169;19
2170;19
2171;19
2172;19
2173;19
2174;19
2175;19
2176;19
2177;19
2178;19
2179;19
2180;19
2181;19
2182;19
2183;19
2184;19
2185;19
2186;19
2187;19
2188;19
2189;19
2190;19
2191;19
2192;19
2193;19
2194;19
2195;19
2196;19
2197;19
2198;19
2199;19
2200;19
2201;19
2202;19
2203;19
2204;19
2205;19
2206;19
2207;19
2208;19
2209;19
2210;19
2211;19
2212;19
2213;19
2214;19
2215;19
2216;19
2217;19
2218;19
2219;19
2220;19
2221;19
2222;19
2223;19
2224;19
2225;19
2226;19
2227;19
2228;19
2229;19
2230;19
2231;19
2232;19
2233;19
2234;19
2235;19
2236;19
2237;19
2238;19
2239;19
2240;19
2241;19
2242;19
2243;19
2244;19
2245;19
2246;19
2247;19
2248;19
2249;19
2250;19
2251;19
2252;19
2253;19
2254;19
2255;19
2256;19
2257;19
2258;19
2259;19
2260;19
2261;19
2262;19
2263;19
2264;19
2265;19
2266;19
2267;19
2268;19
2269;19
2270;19
2271;19
2272;19
2273;19
2274;19
2275;19
2276;19
2277;19
2278;19
2279;19
2280;19
2281;19
2282;19
2283;20
2284;20
2285;20
2286;20
2287;20
2288;20
2289;20
2290;20
2291;20
2292;20
2293;20
2294;20
2295;20
2296;20
2297;20
2298;20
2299;20
2300;21
2301;21
2302;21
2303;21
2304;21
2305;21
2306;21
2307;21
2308;21
2309;21
2310;21
2311;21
2312;21
2313;21
2314;21
2315;21
2316;21
2317;21
2318;21
2319;21
2320;21
2321;21
2322;21
2323;21
2324;21
2325;21
2326;21
2327;21
2328;21
2329;21
2330;21
2331;21
2332;21
2333;21
2334;21
2335;21
2336;21
2337;21
2338;21
2339;21
2340;21
2341;21
2342;21
2343;21
2344;21
2345;21
2346;21
2347;21
2348;21
2349;21
2350;22
2351;22
2352;22
2353;22
2354;22
2355;22
2356;22
2357;22
2358;23
2359;23
2360;23
2361;23
2362;23
2363;23
2364;23
2365;23
2366;23
2367;23
2368;23
2369;23
2370;23
2371;23
2372;23
2373;23
2374;23
2375;23
2376;23
2377;23
2378;23
2379;23
2380;23
2381;23
2382;23
2383;23
2384;23
2385;23
2386;23
2387;23
2388;23
2389;23
2390;23
2391;23
2392;23
2393;23
2394;23
2395;23
2396;23
2397;23
2398;23
2399;23
2400;23
2401;23
2402;23
2403;23
2404;23
2405;23
2406;23
2407;23
2408;23
2409;23
2410;23
2411;23
2412;23
2413;23
2414;23
2415;23
2416;23
2417;23
2418;23
2419;23
2420;23
2421;23
2422;23
2423;23
2424;23
2425;23
2426;23
2427;23
2428;23
2429;23
2430;23
2431;23
2432;23
2433;23
2434;23
2435;23
2436;23
2437;23
2438;23
2439;23
2440;23
2441;23
2442;23
2443;23
2444;23
2445;23
2446;23
2447;23
2448;23
2449;23
2450;23
2451;23
2452;23
2453;23
2454;23
2455;23
2456;23
2457;23
2458;23
2459;23
2460;23
2461;23
2462;23
2463;23
2464;23
2465;23
2466;23
2467;23
2468;23
2469;23
2470;23
2471;23
2472;23
2473;23
2474;23
2475;23
2476;23
2477;23
2478;23
2479;23
2480;23
2481;23
2482;23
2483;23
2484;23
2485;23
2486;23
2487;23
2488;23
2489;23
2490;23
2491;23
2492;23
2493;23
2494;23
2495;23
2496;23
2497;23
2498;23
2499;24
2500;24
2501;24
2502;24
2503;24
2504;24
2505;24
2506;24
2507;24
2508;24
2509;24
2510;24
2511;24
2512;24
2513;24
2514;24
2515;24
2516;24
2517;25
2518;26
2519;26
2520;26
2521;27
2522;27
2523;27
2524;27
2525;27
2526;27
2527;27
2528;27
2529;27
2530;27
2531;27
2532;28
2533;28
2534;28
2535;28
2536;28
2537;28
2538;28
2539;28
2540;28
2541;28
2542;28
2543;28
2544;28
2545;28
2546;28
2547;28
2548;28
2549;28
2550;28
2551;28
2552;28
2553;28
2554;28
2555;28
2556;28
2557;28
2558;28
2559;28
2560;28
2561;28
2562;28
2563;28
2564;28
2565;28
2566;28
2567;28
2568;28
2569;28
2570;28
2571;28
2572;28
2573;28
2574;28
2575;28
2576;28
2577;28
2578;28
2579;28
2580;28
2581;28
2582;28
2583;28
2584;28
2585;28
2586;28
2587;28
2588;28
2589;28
2590;28
2591;28
2592;28
2593;28
2594;28
2595;28
2596;28
2597;28
2598;28
2599;28
2600;28
2601;28
2602;28
2603;28
2604;28
2605;28
2606;28
2607;28
2608;28
2609;28
2610;28
2611;28
2612;28
2613;28
2614;28
2615;28
2616;28
2617;28
2618;28
2619;28
2620;28
2621;28
2622;28
2623;28
2624;28
2625;28
2626;28
2627;28
2628;28
2629;28
2630;28
2631;28
2632;28
2633;28
2634;28
2635;28
2636;28
2637;28
2638;28
2639;28
2640;28
2641;28
2642;28
2643;28
2644;28
2645;28
2646;28
2647;28
2648;28
2649;28
2650;28
2651;28
2652;28
2653;28
2654;28
2655;28
2656;28
2657;28
2658;28
2659;28
2660;28
2661;28
2662;28
2663;28
2664;28
2665;28
2666;28
2667;28
2668;28
2669;28
2670;28
2671;28
2672;28
2673;28
2674;28
2675;28
2676;28
2677;28
2678;28
2679;28
2680;28
2681;28
2682;28
2683;28
2684;28
2685;28
2686;28
2687;28
2688;28
2689;28
2690;28
2691;28
2692;28
2693;28
2694;28
2695;28
2696;28
2697;28
2698;28
2699;28
2700;28
2701;28
2702;28
2703;28
2704;28
2705;28
2706;28
2707;28
2708;28
2709;28
2710;28
2711;28
2712;28
2713;28
2714;28
2715;28
2716;28
2717;28
2718;28
2719;28
2720;28
2721;28
2722;28
2723;28
2724;28
2725;28
2726;28
2727;28
2728;28
2729;28
2730;28
2731;28
2732;28
2733;28
2734;28
2735;28
2736;28
2737;28
2738;28
2739;28
2740;28
2741;28
2742;28
2743;28
2744;28
2745;28
2746;28
2747;28
2748;28
2749;28
2750;28
2751;28
2752;28
2753;28
2754;28
2755;28
2756;28
2757;28
2758;28
2759;28
2760;28
2761;28
2762;28
2763;28
2764;28
2765;28
2766;28
2767;28
2768;28
2769;28
2770;28
2771;28
2772;28
2773;28
2774;28
2775;28
2776;28
2777;28
2778;28
2779;28
2780;28
2781;28
2782;28
2783;28
2784;28
2785;28
2786;28
2787;29
2788;29
2789;29
2790;29
2791;29
2792;29
2793;29
2794;29
2795;29
2796;30
2797;30
2798;30
2799;30
2800;30
2801;30
2802;30
2803;30
2804;30
2805;30
2806;30
2807;30
2808;30
2809;30
2810;30
2811;30
2812;30
2813;30
2814;30
2815;30
2816;30
2817;30
2818;30
2819;30
2820;30
2821;30
2822;30
2823;30
2824;30
2825;30
2826;30
2827;30
2828;30
2829;30
2830;30
2831;30
2832;30
2833;30
2834;30
2835;30
2836;30
2837;30
2838;30
2839;30
2840;30
2841;30
2842;30
2843;30
2844;30
2845;30
2846;30
2847;30
2848;30
2849;30
2850;30
2851;30
2852;30
2853;30
2854;30
2855;30
2856;30
2857;30
2858;30
2859;30
2860;30
2861;30
2862;30
2863;30
2864;30
2865;30
2866;30
2867;30
2868;30
2869;30
2870;30
2871;30
2872;30
2873;30
2874;30
2875;30
2876;31
2877;31
2878;31
2879;31
2880;31
2881;31
2882;31
2883;31
2884;31
2885;31
2886;31
2887;31
2888;31
2889;31
2890;31
2891;31
2892;31
2893;31
2894;31
2895;31
2896;31
2897;31
2898;31
2899;31
2900;31
2901;31
2902;31
2903;31
2904;31
2905;31
2906;31
2907;31
2908;31
2909;31
2910;31
2911;31
2912;31
2913;31
2914;31
2915;31
2916;31
2917;31
2918;31
2919;31
2920;31
2921;31
2922;31
2923;31
2924;31
2925;31
2926;31
2927;31
2928;31
2929;31
2930;31
2931;31
2932;31
2933;31
2934;32
2935;32
2936;32
2937;32
2938;32
2939;32
2940;32
2941;32
2942;32
2943;33
2944;33
2945;33
2946;33
2947;33
2948;33
2949;33
2950;33
2951;33
2952;33
2953;33
2954;33
2955;33
2956;33
2957;33
2958;33
2959;33
2960;33
2961;33
2962;33
2963;33
2964;33
2965;33
2966;33
2967;33
2968;33
2969;33
2970;33
2971;33
2972;33
2973;33
2974;33
2975;33
2976;33
2977;33
2978;33
2979;33
2980;33
2981;33
2982;33
2983;33
2984;33
2985;33
2986;33
2987;33
2988;33
2989;33
2990;33
2991;33
2992;33
